"","away_team_api_id","home_team_api_id","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassingClass","H_chanceCreationCrossingClass","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressureClass","H_defenceAggressionClass","H_defenceTeamWidthClass","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassingClass","A_chanceCreationCrossingClass","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressureClass","A_defenceAggressionClass","A_defenceTeamWidthClass","result"
"283",8602,8655,807,749,873,860,2,1,3,2,2,3,2,2,2,2,2,3,1,3,2,3,3,3,2,3,2,3,2
"287",10267,8633,886,840,960,902,2,1,1,1,3,2,3,1,2,3,2,1,1,1,1,2,2,3,2,2,3,2,2
"288",8634,8371,816,929,879,972,2,1,2,2,2,2,2,1,1,3,2,2,1,1,1,2,2,3,1,3,1,3,3
"289",9906,8581,754,853,822,912,1,1,1,2,2,2,3,2,1,3,2,2,1,1,1,2,2,3,1,3,3,2,2
"290",8654,8472,821,821,908,882,2,1,3,2,3,3,2,2,2,2,2,2,1,1,2,1,3,2,2,1,2,1,2
"291",10261,8659,780,797,857,862,2,1,2,2,3,3,2,2,3,2,3,3,1,2,2,2,3,2,2,2,3,2,2
"292",8661,8305,814,775,877,853,1,1,2,2,2,2,3,1,2,1,2,2,1,2,2,2,2,2,1,2,3,2,2
"293",8302,10205,831,840,896,922,2,1,1,1,2,2,3,1,2,1,3,1,1,1,1,3,2,3,1,2,2,2,2
"295",8315,8560,763,819,830,866,2,1,1,1,2,2,3,2,2,1,2,2,1,2,2,2,3,2,2,1,2,2,2
"296",9869,8558,783,819.5939669,871,860,2,1,2,2,3,2,3,2,3,3,2,3,1,2,2,2,2,3,2,3,2,2,2
"297",8696,9864,817.8481077,812,868.4805294,853,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,3,3,2,1,2,3,2,2
"298",10252,8650,868,830,926,899,2,1,2,2,2,2,3,2,2,3,2,3,1,2,2,2,3,2,1,1,2,1,2
"299",10278,9783,798,819.5939669,874,868.0962077,1,1,1,2,1,2,2,2,2,3,2,2,1,1,2,2,2,3,2,2,3,2,2
"300",8456,8654,807,862,873,940,2,1,1,2,1,3,2,2,1,2,1,3,1,2,2,2,3,3,2,2,3,2,3
"301",8659,10252,806,783,894,845,3,1,2,2,2,3,2,1,1,2,1,2,1,2,2,3,3,2,2,3,2,3,2
"303",8650,10261,802,896,875,938,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2
"305",8483,10194,803,747,863,868.0962077,2,1,3,2,3,3,2,2,2,2,2,3,1,3,2,3,3,2,2,3,2,3,3
"306",10205,8305,809,855,876,906,1,1,2,2,2,2,3,1,2,1,2,2,1,1,1,2,2,3,1,2,1,3,2
"307",9865,8302,844,785,922,875,1,1,1,1,3,2,3,1,2,2,2,2,1,2,2,2,2,3,2,3,3,1,3
"308",9783,9906,841,808,918,879,2,1,1,1,2,2,3,1,3,3,2,1,1,1,2,1,2,2,2,2,3,2,2
"310",8658,8602,764,819.5939669,850,868.0962077,3,1,3,2,3,3,3,2,3,2,3,3,1,3,2,3,3,3,2,3,2,3,2
"311",8655,8559,817.8481077,806,868.4805294,872,2,1,3,2,3,3,2,2,2,2,2,2,1,3,2,2,3,2,2,2,2,2,2
"312",8633,8394,790,914,881,965,1,1,1,1,2,2,3,2,2,1,2,2,1,1,1,3,2,3,1,2,3,2,3
"313",8560,8634,909,763,969,830,2,1,1,1,2,2,3,1,3,1,3,2,1,1,1,2,2,3,2,2,1,2,2
"314",8558,8315,824,809,871,876,2,1,2,2,2,3,2,2,1,2,2,2,1,2,2,3,2,3,2,3,3,2,2
"316",9864,10278,817.8481077,819.5939669,868.4805294,868.0962077,2,1,1,2,2,2,3,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2
"317",8696,8661,789,799,860,866,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,3,3,2,1,2,3,2,3
"318",9825,10260,817.8481077,870,868.4805294,947,3,1,2,2,2,3,2,1,2,3,2,2,1,1,1,1,2,2,1,1,3,2,2
"320",8559,8472,821,819.5939669,908,868.0962077,2,1,3,2,3,3,2,2,2,2,2,2,1,3,2,3,3,2,2,2,2,2,2
"322",8661,10205,847,797,909,862,2,1,1,1,2,2,3,1,2,1,3,2,1,2,2,2,2,2,1,2,3,2,2
"323",10267,8560,763,854,830,911,2,1,1,1,2,2,3,2,2,1,2,1,1,1,1,2,2,3,2,2,3,2,3
"324",8634,8558,783,937,867,978,2,1,2,2,3,2,3,2,3,3,2,2,1,1,1,2,2,3,1,3,1,3,3
"325",8315,8581,754,826,822,878,1,1,1,2,2,2,3,2,1,3,2,2,1,2,2,2,3,2,2,1,2,2,3
"327",8305,9865,800,819.5939669,866,872,2,1,2,2,2,2,3,2,3,3,1,1,1,2,2,2,2,3,1,2,1,2,3
"328",8302,8633,898,859,970,930,2,1,1,1,3,2,3,1,2,3,2,1,1,1,1,3,2,3,1,2,2,2,2
"330",9906,9864,774,837,846,905,2,1,2,2,2,2,3,2,2,3,2,2,1,1,1,2,2,3,1,3,3,2,3
"331",8668,8456,882,854,948,911,3,1,2,2,2,3,3,2,2,3,2,2,1,2,2,2,3,2,2,2,2,2,3
"333",8472,10260,817.8481077,819,868.4805294,897,3,1,2,2,2,3,2,1,2,3,2,2,1,3,2,3,3,2,2,2,2,2,2
"334",8586,10252,811,880,903,939,3,1,2,2,2,3,2,1,1,2,1,3,1,2,2,2,2,2,2,2,3,2,3
"335",8456,10261,797,876,879,945,3,1,2,2,2,3,2,2,2,3,2,3,1,2,2,2,3,3,2,2,3,2,3
"336",8528,8602,764,792,850,862,3,1,3,2,3,3,3,2,3,2,3,3,1,3,2,3,3,2,2,2,2,2,3
"337",10194,8655,810,799,885,866,2,1,3,2,2,3,2,2,2,2,2,2,1,3,2,3,3,2,2,2,2,2,3
"338",8654,9879,837,811,892,879,2,1,3,2,3,3,2,2,2,3,2,2,1,1,2,1,3,2,2,1,2,1,3
"339",8659,8559,817.8481077,782,868.4805294,852,2,1,3,2,3,3,2,2,2,2,2,2,1,2,2,3,3,2,2,3,2,3,2
"340",8455,9825,860,920,958,961,2,1,1,1,1,2,2,1,1,3,2,3,1,2,1,2,3,3,1,1,3,2,2
"341",8483,8472,806,741,902,868.0962077,2,1,3,2,3,3,2,2,2,2,2,3,1,3,2,3,3,2,2,3,2,3,3
"342",10261,8586,869,800,930,871,3,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
"344",10252,8456,863,825,942,896,3,1,2,2,2,3,3,2,2,3,2,3,1,2,2,2,3,2,1,1,2,1,2
"346",8655,8659,783,816,867,882,2,1,2,2,3,3,2,2,3,2,3,2,1,3,2,2,3,2,2,2,2,2,3
"347",9879,10194,795,849,858,887,2,1,3,2,3,3,2,2,2,2,2,2,1,3,2,3,3,2,2,2,3,2,3
"348",8602,8650,883,742,939,841,2,1,2,2,2,2,3,2,2,3,2,3,1,3,2,3,3,3,2,3,2,3,3
"350",8559,8455,904,819.5939669,963,868.0962077,3,1,2,1,2,3,3,1,1,3,2,2,1,3,2,3,3,2,2,2,2,2,2
"351",8559,8650,868,819.5939669,930,868.0962077,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,3,2,2,2,3,2,2
"352",8655,8472,822,795,883,868,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"353",9879,8586,877,846,915,892,2,1,2,1,3,3,3,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"354",8602,8654,794,752,865,842,2,1,2,2,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"355",8483,8456,872,812,949,839,3,1,2,2,3,2,3,1,2,3,2,3,1,1,2,2,1,2,2,2,3,2,2
"356",9825,8658,830,897,887,953,2,1,2,2,2,2,2,2,1,3,2,3,1,2,1,2,2,2,1,2,3,2,3
"357",10260,8659,796,819.5939669,846,868.0962077,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,1,2,3,2,3
"358",8668,10194,809,870,858,913,2,1,3,2,1,3,2,2,1,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"359",10261,8528,787,828,851,873,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"361",8371,8302,848,786,921,821,3,1,2,1,3,3,3,1,2,3,3,2,1,2,2,2,3,3,1,2,3,3,2
"362",8558,10267,841,822,885,874,2,1,2,2,2,2,2,1,2,3,2,3,1,2,2,3,3,2,2,2,3,2,2
"363",8581,8634,892,819.5939669,954,868.0962077,2,1,2,1,2,1,3,1,3,3,3,3,1,2,2,3,2,2,2,2,3,2,2
"364",9783,8315,814,808,868,889,3,1,3,2,2,3,2,2,2,2,2,2,1,2,2,2,3,2,2,2,3,3,3
"365",9864,9869,806,796,853,852,3,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"366",9865,10205,851,782,903,870,2,1,2,1,2,2,3,1,2,3,2,2,1,2,2,2,2,3,2,2,2,3,2
"367",8633,8305,818,916,856,969,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,1,3,3,2,3
"368",8560,8394,784,798,838,855,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"370",10278,8661,808,819.5939669,849,868.0962077,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"371",10194,10260,817.8481077,806,868.4805294,862,2,1,2,2,2,2,3,1,2,3,2,2,1,3,2,1,3,2,2,1,3,2,2
"372",8658,8483,802,828,845,893,3,1,1,2,2,1,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,3
"373",8659,9879,831,819.5939669,868.4805294,868.0962077,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"375",8455,8602,785,914,856,960,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,3,1,2,3,2,2
"377",8472,10252,853,830,913,883,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"378",8586,8668,855,889,906,922,2,1,2,2,2,3,2,2,2,3,2,2,1,2,1,3,3,3,2,1,3,2,2
"379",8654,10261,828,800,878,862,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,3,2,2
"380",8650,8655,812,881,883,939,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"381",8302,8560,796,857,840,916,2,1,2,2,2,2,2,2,2,3,2,3,1,2,1,3,3,3,1,2,3,3,3
"382",8634,9783,792,925,866,964,2,1,2,2,2,3,2,2,2,3,3,2,1,2,1,2,1,3,1,3,3,3,3
"384",9865,8661,808,777,849,869,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,3,2,2,2,3,2
"385",10205,8633,902,853,967,896,2,1,2,1,3,2,3,1,3,3,2,2,1,2,1,2,2,3,1,2,3,2,2
"387",8394,8558,820,783,884,838,3,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"388",10267,8581,817.8481077,844,868.4805294,890,3,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"390",9906,10278,817.8481077,844,868.4805294,910,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,3,2,2,3,2,2
"391",8650,8483,806,863,841,924,3,1,1,2,2,1,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"392",9825,8654,792,880,871,958,2,1,2,2,1,2,2,2,2,3,2,3,1,2,1,2,2,2,1,2,3,2,3
"393",8602,8456,876,770,949,863,3,1,2,2,3,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"394",8483,8659,793,816,841,839,2,1,2,2,2,2,2,2,2,3,2,3,1,1,2,2,1,2,2,2,3,2,2
"395",8559,10194,813,819.5939669,870,868.0962077,2,1,3,2,1,3,2,2,1,3,2,2,1,3,2,2,3,2,2,2,3,2,2
"397",8655,8455,895,825,960,892,2,1,2,1,2,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"398",8371,10205,839,795,908,823,2,1,2,1,2,2,3,1,2,3,2,2,1,2,2,2,3,3,1,2,3,3,2
"399",8560,8305,817,801,859,846,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"400",8558,8302,844,830,909,881,3,1,2,1,3,3,3,1,2,3,3,3,1,2,2,3,3,2,2,2,3,2,3
"401",8581,8394,787,776,843,831,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,3,2,2,2,2,3,2,2
"402",8696,8315,820,819.5939669,881,868.0962077,3,1,3,2,2,3,2,2,2,2,2,2,1,2,2,3,3,2,2,2,3,2,2
"403",10278,9869,794,819.5939669,851,868.0962077,3,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"409",9783,10267,833,801,882,877,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"410",9864,8634,914,798,968,877,2,1,2,1,2,1,3,1,3,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"411",8661,9906,840,796,892,844,2,1,2,2,2,3,3,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"412",8658,10260,882,819.5939669,958,868.0962077,2,1,2,2,2,2,3,1,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
"413",8528,9825,879,794,958,856,3,1,2,1,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"414",8456,10252,855,876,918,955,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,3,2,3,1,2,3,2,2
"417",8650,8602,787,866,867,920,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"418",10194,9879,833,811,891,867,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,1,3,2,2,1,3,2,2
"419",8472,8483,804,822,845,876,3,1,1,2,2,1,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"420",8696,8634,901,805,960,842,2,1,2,1,2,1,3,1,3,3,3,2,1,2,2,3,3,2,2,2,3,2,2
"421",9864,10267,833,814,882,896,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"422",8581,8302,844,773,916,837,3,1,2,1,3,3,3,1,2,3,3,3,1,2,2,3,2,2,2,2,3,2,2
"423",8659,8655,825,786,894,829,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"424",9906,9869,794,825,851,887,3,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,3,3,2,2,3,2,2
"425",9783,8394,782,804,845,880,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"426",8558,8305,819,830,863,885,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,3,3,2,2,2,3,2,3
"427",8560,10205,849,798,916,847,2,1,2,1,2,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"428",8371,9865,800,800,864,846,2,1,2,2,2,2,3,2,2,2,3,2,1,2,2,2,3,3,1,2,3,3,2
"429",8661,8633,892,819.5939669,962,868.0962077,2,1,2,1,3,2,3,1,3,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"430",8455,8559,817.8481077,911,868.4805294,962,2,1,3,2,2,3,2,2,2,3,2,2,1,2,1,2,2,3,1,2,3,2,3
"431",10278,8315,823,797,882,818,3,1,3,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2
"432",10260,8483,804,819.5939669,845,868.0962077,3,1,1,2,2,1,2,2,2,3,2,2,1,2,2,2,2,3,1,2,3,2,3
"433",10252,8528,790,856,870,914,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"434",9879,8650,866,816,934,893,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"435",9869,8661,801,806,847,851,2,1,2,2,2,2,2,1,2,3,2,3,1,2,2,3,2,2,2,2,3,2,3
"436",8634,10278,817.8481077,927,868.4805294,965,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,2,1,3,1,3,3,3,3
"437",8394,9864,803,795,879,850,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"439",8305,8581,777,818,838,856,3,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"440",9865,8560,799,777,846,855,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,2,3,2
"441",8315,9906,863,825,923,878,2,1,2,2,2,3,3,2,2,3,2,3,1,3,2,2,3,2,2,2,2,2,3
"442",10205,8558,817,855,872,912,3,1,2,2,3,3,2,2,2,3,2,2,1,2,1,2,2,3,1,2,3,2,3
"443",8633,8371,797,916,846,972,2,1,2,2,2,3,3,1,2,3,3,2,1,2,1,3,2,3,1,3,3,2,2
"445",10252,10260,895,864,959,918,2,1,2,2,2,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"446",8668,9825,874,853,955,897,3,1,2,1,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"447",8455,8472,824,918,886,967,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,3,1,2,3,2,3
"450",8602,8559,817.8481077,763,868.4805294,847,2,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"451",8654,8483,797,816,848,883,3,1,1,2,2,1,2,2,2,3,2,2,1,2,2,1,2,2,2,2,3,2,3
"452",10194,8650,860,787,925,841,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,1,3,2,2,1,3,2,2
"453",8586,8655,818,866,880,900,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,3,3,2,1,3,2,3
"454",10261,9879,840,821,897,859,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"455",8559,8586,863,819.5939669,906,868.0962077,2,1,2,1,3,3,3,2,1,3,2,2,1,3,2,2,3,2,2,2,3,2,2
"457",8483,8668,847,765,907,808,2,1,2,2,2,3,2,2,2,3,2,3,1,1,2,2,1,2,2,2,3,2,2
"459",8659,8456,871,799,953,851,3,1,2,2,3,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"460",10260,8602,791,819.5939669,863,868.0962077,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,1,2,3,2,2
"461",8472,10194,819,832,877,892,2,1,3,2,1,3,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"462",8655,8528,789,818,859,891,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"463",9869,8315,826,806,876,851,3,1,3,2,2,3,2,2,2,2,2,3,1,2,2,3,2,2,2,2,3,2,2
"464",9906,8634,906,842,962,896,2,1,2,1,2,1,3,1,3,3,3,2,1,2,2,2,3,3,2,2,3,2,2
"466",9783,8305,809,799,852,875,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"467",8581,10205,858,774,926,820,2,1,2,1,2,2,3,1,2,3,2,3,1,2,2,3,2,2,2,2,3,2,3
"468",8558,9865,798,815,855,868,2,1,2,2,2,2,3,2,2,2,3,3,1,2,2,3,3,2,2,2,3,2,2
"470",8658,8654,807,831,878,885,2,1,2,2,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,3
"471",8650,8455,897,879,968,928,2,1,2,1,2,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"472",10278,10267,837,819.5939669,881,868.0962077,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"474",8560,8633,899,801,963,846,2,1,2,1,3,2,3,1,3,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"475",8456,10260,817.8481077,861,868.4805294,947,2,1,2,2,2,2,3,1,2,3,2,3,1,2,2,3,2,3,1,2,3,2,2
"476",8602,9825,877,774,956,859,3,1,2,1,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"478",8586,8472,826,864,884,901,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,3,3,2,1,3,2,3
"480",10194,8658,834,804,889,871,2,1,2,2,2,2,2,2,1,3,2,2,1,3,2,1,3,2,2,1,3,2,2
"484",10267,9906,846,841,903,889,2,1,2,2,2,3,3,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"485",8302,8696,817.8481077,846,868.4805294,919,2,1,2,2,3,3,2,2,2,3,2,3,1,2,1,3,3,3,1,2,3,3,2
"486",8668,8559,817.8481077,865,868.4805294,904,2,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"487",8394,10278,817.8481077,790,868.4805294,845,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"489",10205,9783,797,852,875,914,2,1,2,2,2,3,2,2,2,3,3,2,1,2,1,2,2,3,1,2,3,2,2
"490",9865,8581,778,777,834,855,3,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,2,3,2
"491",8633,8558,809,920,863,967,3,1,2,2,3,3,2,2,2,3,2,2,1,2,1,3,2,3,1,3,3,2,3
"492",8371,8560,802,813,846,867,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,3,1,2,3,3,2
"494",8315,8661,812,841,854,886,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,3,2,2,2,2,2,2
"495",10261,8658,834,833,889,877,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"497",9906,8394,777,851,845,911,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,3,2,2,3,2,3
"498",8581,8633,879,819.5939669,951,868.0962077,2,1,2,1,3,2,3,1,3,3,2,3,1,2,2,3,2,2,2,2,3,2,2
"500",8315,8634,899,826,955,867,2,1,2,1,2,1,3,1,3,3,3,3,1,3,2,2,3,2,2,2,2,2,2
"501",10278,8302,840,819.5939669,909,868.0962077,3,1,2,1,3,3,3,1,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"502",8696,8305,810,819.5939669,853,868.0962077,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,3
"505",8558,8371,804,813,863,872,2,1,2,2,2,3,3,1,2,3,3,3,1,2,2,3,3,2,2,2,3,2,2
"506",8661,8560,807,801,857,843,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"507",8586,8483,791,867,835,905,3,1,1,2,2,1,2,2,2,3,2,2,1,2,1,3,3,3,2,1,3,2,2
"508",10194,9825,878,792,953,857,3,1,2,1,2,2,2,1,2,3,2,2,1,3,2,1,3,2,2,1,3,2,2
"509",8655,10252,828,820,909,888,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"510",8472,8668,848,826,904,887,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"512",8483,8602,785,781,853,813,2,1,2,2,2,2,2,2,2,3,2,3,1,1,2,2,1,2,2,2,3,2,2
"513",10260,8528,795,819.5939669,865,868.0962077,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,1,2,3,2,3
"514",8634,8661,816,906,849,947,2,1,2,2,2,2,2,1,2,3,2,2,1,2,1,2,1,3,1,3,3,3,3
"518",8560,8558,805,796,861,861,3,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"519",8650,8654,809,868,884,928,2,1,2,2,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"521",10267,8315,814,850,879,899,3,1,3,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,3
"524",8371,8581,778,800,834,855,3,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,3,3,1,2,3,3,2
"526",9865,9864,795,773,874,877,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,2,3,2
"527",10260,8455,897,819.5939669,965,868.0962077,2,1,2,1,2,2,3,1,2,3,2,2,1,2,2,2,2,3,1,2,3,2,2
"528",9869,8302,836,785,910,842,3,1,2,1,3,3,3,1,2,3,3,3,1,2,2,3,2,2,2,2,3,2,2
"529",8661,8558,807,812,866,855,3,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"530",8634,10267,840,917,898,954,2,1,2,2,2,2,2,1,2,3,2,2,1,2,1,2,1,3,1,3,3,3,3
"531",8315,8394,790,816,857,871,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,2,2,2
"533",10278,10205,858,819.5939669,926,868.0962077,2,1,2,1,2,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"537",9864,8633,902,785,967,854,2,1,2,1,3,2,3,1,3,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"539",10194,8654,811,792,895,857,2,1,2,2,1,2,2,2,2,3,2,2,1,3,2,1,3,2,2,1,3,2,2
"540",8668,10261,827,846,871,891,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"541",8528,8456,866,786,951,870,3,1,2,2,3,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"542",8655,9879,837,801,893,882,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"543",8659,8658,826,792,884,843,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"544",10252,8559,831,839,895,912,2,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"545",10267,8661,812,849,854,896,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"546",8394,8634,900,783,960,843,2,1,2,1,2,1,3,1,3,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"547",10205,9906,864,861,922,923,2,1,2,2,2,3,3,2,2,3,2,2,1,2,1,2,2,3,1,2,3,2,2
"548",10260,8650,869,819.5939669,932,868.0962077,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,1,2,3,2,2
"550",8302,8315,823,840,882,911,3,1,3,2,2,3,2,2,2,2,2,3,1,2,1,3,3,3,1,2,3,3,2
"551",8305,9869,795,819.5939669,853,863,3,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"552",9865,10278,817.8481077,773,868.4805294,860,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,2,3,3
"553",8633,8696,817.8481077,909,868.4805294,958,2,1,2,2,3,3,2,2,2,3,2,2,1,2,1,3,2,3,1,3,3,2,3
"554",8371,9864,797,806,872,844,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,3,1,2,3,3,3
"555",8558,8581,779,806,837,861,3,1,2,2,3,2,2,2,2,3,2,3,1,2,2,3,3,2,2,2,3,2,2
"556",8455,8483,776,914,820,965,3,1,1,2,2,1,2,2,2,3,2,2,1,2,1,2,2,3,1,2,3,2,3
"557",8560,9783,794,804,871,858,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
