"id","date_match","season","away_team_api_id","home_team_api_id","away_team_goal","home_team_goal","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeed","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassing","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassing","H_chanceCreationPassingClass","H_chanceCreationCrossing","H_chanceCreationCrossingClass","H_chanceCreationShooting","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressure","H_defencePressureClass","H_defenceAggression","H_defenceAggressionClass","H_defenceTeamWidth","H_defenceTeamWidthClass","A_buildUpPlaySpeed","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassing","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassing","A_chanceCreationPassingClass","A_chanceCreationCrossing","A_chanceCreationCrossingClass","A_chanceCreationShooting","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressure","A_defencePressureClass","A_defenceAggression","A_defenceAggressionClass","A_defenceTeamWidth","A_defenceTeamWidthClass","result"
"2862","2010-10-23","2010/2011","10261","8654","2","1","818","796","882","861","58","Balanced","Little","30","Short","Organised","31","Safe","70","Lots","50","Normal","Organised","30","Deep","70","Double","30","Narrow","70","Fast","Little","60","Mixed","Organised","65","Normal","70","Lots","60","Normal","Organised","45","Medium","65","Press","45","Normal","lose"
"2864","2010-10-23","2010/2011","8483","8658","0","2","836","724","890","806","70","Fast","Little","70","Long","Organised","70","Risky","70","Lots","70","Lots","Organised","70","High","70","Double","70","Wide","70","Fast","Little","70","Long","Organised","70","Risky","70","Lots","65","Normal","Organised","70","High","70","Double","70","Wide","win"
"2865","2010-10-23","2010/2011","9879","8659","1","2","775","836","840","890","65","Balanced","Little","40","Mixed","Organised","70","Risky","70","Lots","55","Normal","Organised","70","High","70","Double","70","Wide","60","Balanced","Little","70","Long","Organised","70","Risky","70","Lots","50","Normal","Organised","40","Medium","35","Press","40","Normal","win"
"2867","2010-10-23","2010/2011","8559","8528","1","1","795","","872","","70","Fast","Little","70","Long","Organised","70","Risky","70","Lots","50","Normal","Organised","35","Medium","70","Double","35","Normal","55","Balanced","Little","70","Long","Organised","70","Risky","70","Lots","45","Normal","Organised","35","Medium","70","Double","35","Normal","draw"
"2868","2010-10-23","2010/2011","8602","8455","0","2","903","759","964","820","70","Fast","Little","60","Mixed","Free Form","56","Normal","70","Lots","70","Lots","Free Form","30","Deep","60","Press","35","Normal","70","Fast","Little","70","Long","Organised","70","Risky","70","Lots","70","Lots","Organised","70","High","70","Double","70","Wide","win"
"2859","2010-10-24","2010/2011","8655","8650","1","2","877","801","941","868","50","Balanced","Little","35","Mixed","Organised","50","Normal","60","Normal","70","Lots","Organised","40","Medium","60","Press","40","Normal","55","Balanced","Little","70","Long","Organised","60","Normal","70","Lots","55","Normal","Organised","45","Medium","70","Double","45","Normal","win"
"2863","2010-10-24","2010/2011","9825","8456","3","0","865","896","945","960","70","Fast","Little","60","Mixed","Organised","55","Normal","70","Lots","70","Lots","Organised","45","Medium","55","Press","45","Normal","66","Balanced","Little","30","Short","Free Form","30","Safe","45","Normal","35","Normal","Free Form","30","Deep","40","Press","50","Normal","lose"
"2866","2010-10-24","2010/2011","10260","10194","2","1","805","889","865","923","65","Balanced","Little","70","Long","Organised","70","Risky","70","Lots","55","Normal","Organised","35","Medium","70","Double","35","Normal","70","Fast","Little","45","Mixed","Organised","45","Normal","70","Lots","65","Normal","Free Form","40","Medium","50","Press","40","Normal","lose"
"2499","2010-10-30","2010/2011","8586","10260","0","2","","882","","936","70","Fast","Little","45","Mixed","Organised","45","Normal","70","Lots","65","Normal","Free Form","40","Medium","50","Press","40","Normal","70","Fast","Little","50","Mixed","Organised","50","Normal","65","Normal","50","Normal","Organised","50","Medium","50","Press","50","Normal","win"
"2500","2010-10-30","2010/2011","8654","9825","0","1","873","807","954","882","66","Balanced","Little","30","Short","Free Form","30","Safe","45","Normal","35","Normal","Free Form","30","Deep","40","Press","50","Normal","58","Balanced","Little","30","Short","Organised","31","Safe","70","Lots","50","Normal","Organised","30","Deep","70","Double","30","Narrow","win"
"2502","2010-10-30","2010/2011","10194","8668","0","1","847","795","905","870","60","Balanced","Little","65","Mixed","Organised","60","Normal","70","Lots","45","Normal","Organised","40","Medium","70","Double","40","Normal","65","Balanced","Little","70","Long","Organised","70","Risky","70","Lots","55","Normal","Organised","35","Medium","70","Double","35","Normal","win"
"2504","2010-10-30","2010/2011","8456","8602","1","2","765","877","825","947","70","Fast","Little","70","Long","Organised","70","Risky","70","Lots","70","Lots","Organised","70","High","70","Double","70","Wide","70","Fast","Little","60","Mixed","Organised","55","Normal","70","Lots","70","Lots","Organised","45","Medium","55","Press","45","Normal","win"
"2505","2010-10-30","2010/2011","8455","8655","2","1","808","925","882","969","55","Balanced","Little","70","Long","Organised","60","Normal","70","Lots","55","Normal","Organised","45","Medium","70","Double","45","Normal","70","Fast","Little","60","Mixed","Free Form","56","Normal","70","Lots","70","Lots","Free Form","30","Deep","60","Press","35","Normal","lose"
"2506","2010-10-30","2010/2011","8528","9879","0","2","833","796","889","883","60","Balanced","Little","70","Long","Organised","70","Risky","70","Lots","50","Normal","Organised","40","Medium","35","Press","40","Normal","70","Fast","Little","70","Long","Organised","70","Risky","70","Lots","50","Normal","Organised","35","Medium","70","Double","35","Normal","win"
"2501","2010-10-31","2010/2011","8658","10252","0","0","849","848","906","894","70","Fast","Little","59","Mixed","Organised","65","Normal","70","Lots","50","Normal","Free Form","30","Deep","70","Double","30","Narrow","70","Fast","Little","70","Long","Organised","70","Risky","70","Lots","70","Lots","Organised","70","High","70","Double","70","Wide","draw"
"2503","2010-10-31","2010/2011","8472","10261","1","5","791","799","867","884","70","Fast","Little","60","Mixed","Organised","65","Normal","70","Lots","60","Normal","Organised","45","Medium","65","Press","45","Normal","60","Balanced","Little","70","Long","Organised","70","Risky","70","Lots","55","Normal","Organised","35","Medium","70","Double","35","Normal","win"
"2507","2010-10-31","2010/2011","8650","8559","1","0","","888","","937","55","Balanced","Little","70","Long","Organised","70","Risky","70","Lots","45","Normal","Organised","35","Medium","70","Double","35","Normal","50","Balanced","Little","35","Mixed","Organised","50","Normal","60","Normal","70","Lots","Organised","40","Medium","60","Press","40","Normal","lose"
"2508","2010-11-01","2010/2011","8659","8483","1","2","737","784","812","849","70","Fast","Little","70","Long","Organised","70","Risky","70","Lots","65","Normal","Organised","70","High","70","Double","70","Wide","65","Balanced","Little","40","Mixed","Organised","70","Risky","70","Lots","55","Normal","Organised","70","High","70","Double","70","Wide","win"
"2509","2010-11-06","2010/2011","8602","10260","1","2","886","757","928","815","70","Fast","Little","45","Mixed","Organised","45","Normal","70","Lots","65","Normal","Free Form","40","Medium","50","Press","40","Normal","70","Fast","Little","70","Long","Organised","70","Risky","70","Lots","70","Lots","Organised","70","High","70","Double","70","Wide","win"
"2512","2010-11-06","2010/2011","10194","8472","0","2","800","795","884","870","60","Balanced","Little","70","Long","Organised","70","Risky","70","Lots","55","Normal","Organised","35","Medium","70","Double","35","Normal","65","Balanced","Little","70","Long","Organised","70","Risky","70","Lots","55","Normal","Organised","35","Medium","70","Double","35","Normal","win"
"2513","2010-11-06","2010/2011","8528","8655","1","2","808","801","882","861","55","Balanced","Little","70","Long","Organised","60","Normal","70","Lots","55","Normal","Organised","45","Medium","70","Double","45","Normal","70","Fast","Little","70","Long","Organised","70","Risky","70","Lots","50","Normal","Organised","35","Medium","70","Double","35","Normal","win"
"2514","2010-11-06","2010/2011","10252","9879","1","1","833","849","889","899","60","Balanced","Little","70","Long","Organised","70","Risky","70","Lots","50","Normal","Organised","40","Medium","35","Press","40","Normal","70","Fast","Little","59","Mixed","Organised","65","Normal","70","Lots","50","Normal","Free Form","30","Deep","70","Double","30","Narrow","draw"
"2515","2010-11-06","2010/2011","8654","8658","2","2","842","830","892","886","70","Fast","Little","70","Long","Organised","70","Risky","70","Lots","70","Lots","Organised","70","High","70","Double","70","Wide","58","Balanced","Little","30","Short","Organised","31","Safe","70","Lots","50","Normal","Organised","30","Deep","70","Double","30","Narrow","draw"
"2516","2010-11-06","2010/2011","8586","8559","2","4","","871","","932","55","Balanced","Little","70","Long","Organised","70","Risky","70","Lots","45","Normal","Organised","35","Medium","70","Double","35","Normal","70","Fast","Little","50","Mixed","Organised","50","Normal","65","Normal","50","Normal","Organised","50","Medium","50","Press","50","Normal","win"
"2518","2010-11-06","2010/2011","8668","8483","2","2","730","857","808","906","70","Fast","Little","70","Long","Organised","70","Risky","70","Lots","65","Normal","Organised","70","High","70","Double","70","Wide","60","Balanced","Little","65","Mixed","Organised","60","Normal","70","Lots","45","Normal","Organised","40","Medium","70","Double","40","Normal","draw"
"2510","2010-11-07","2010/2011","10261","9825","1","0","863","804","954","873","66","Balanced","Little","30","Short","Free Form","30","Safe","45","Normal","35","Normal","Free Form","30","Deep","40","Press","50","Normal","70","Fast","Little","60","Mixed","Organised","65","Normal","70","Lots","60","Normal","Organised","45","Medium","65","Press","45","Normal","lose"
"2511","2010-11-07","2010/2011","8455","8650","0","2","873","909","932","957","50","Balanced","Little","35","Mixed","Organised","50","Normal","60","Normal","70","Lots","Organised","40","Medium","60","Press","40","Normal","70","Fast","Little","60","Mixed","Free Form","56","Normal","70","Lots","70","Lots","Free Form","30","Deep","60","Press","35","Normal","win"
"2517","2010-11-07","2010/2011","8456","8659","2","0","","882","","952","65","Balanced","Little","40","Mixed","Organised","70","Risky","70","Lots","55","Normal","Organised","70","High","70","Double","70","Wide","70","Fast","Little","60","Mixed","Organised","55","Normal","70","Lots","70","Lots","Organised","45","Medium","55","Press","45","Normal","lose"
"2519","2010-11-09","2010/2011","8472","8586","1","1","871","817","930","888","70","Fast","Little","50","Mixed","Organised","50","Normal","65","Normal","50","Normal","Organised","50","Medium","50","Press","50","Normal","60","Balanced","Little","70","Long","Organised","70","Risky","70","Lots","55","Normal","Organised","35","Medium","70","Double","35","Normal","draw"
"2522","2010-11-09","2010/2011","8658","10194","2","3","804","838","867","883","65","Balanced","Little","70","Long","Organised","70","Risky","70","Lots","55","Normal","Organised","35","Medium","70","Double","35","Normal","70","Fast","Little","70","Long","Organised","70","Risky","70","Lots","70","Lots","Organised","70","High","70","Double","70","Wide","win"
"2520","2010-11-10","2010/2011","8659","8654","2","2","820","791","873","862","58","Balanced","Little","30","Short","Organised","31","Safe","70","Lots","50","Normal","Organised","30","Deep","70","Double","30","Narrow","65","Balanced","Little","40","Mixed","Organised","70","Risky","70","Lots","55","Normal","Organised","70","High","70","Double","70","Wide","draw"
"2521","2010-11-10","2010/2011","9825","8602","2","0","764","890","830","956","70","Fast","Little","70","Long","Organised","70","Risky","70","Lots","70","Lots","Organised","70","High","70","Double","70","Wide","66","Balanced","Little","30","Short","Free Form","30","Safe","45","Normal","35","Normal","Free Form","30","Deep","40","Press","50","Normal","lose"
"2523","2010-11-10","2010/2011","8650","8528","1","1","790","887","862","926","70","Fast","Little","70","Long","Organised","70","Risky","70","Lots","50","Normal","Organised","35","Medium","70","Double","35","Normal","50","Balanced","Little","35","Mixed","Organised","50","Normal","60","Normal","70","Lots","Organised","40","Medium","60","Press","40","Normal","draw"
"2524","2010-11-10","2010/2011","8483","10252","2","3","839","","899","","70","Fast","Little","59","Mixed","Organised","65","Normal","70","Lots","50","Normal","Free Form","30","Deep","70","Double","30","Narrow","70","Fast","Little","70","Long","Organised","70","Risky","70","Lots","65","Normal","Organised","70","High","70","Double","70","Wide","win"
"2525","2010-11-10","2010/2011","8559","8668","1","1","854","","917","","60","Balanced","Little","65","Mixed","Organised","60","Normal","70","Lots","45","Normal","Organised","40","Medium","70","Double","40","Normal","55","Balanced","Little","70","Long","Organised","70","Risky","70","Lots","45","Normal","Organised","35","Medium","70","Double","35","Normal","draw"
"2526","2010-11-10","2010/2011","8655","10261","2","1","795","804","867","868","70","Fast","Little","60","Mixed","Organised","65","Normal","70","Lots","60","Normal","Organised","45","Medium","65","Press","45","Normal","55","Balanced","Little","70","Long","Organised","60","Normal","70","Lots","55","Normal","Organised","45","Medium","70","Double","45","Normal","lose"
"2527","2010-11-10","2010/2011","10260","8456","0","0","877","","946","","70","Fast","Little","60","Mixed","Organised","55","Normal","70","Lots","70","Lots","Organised","45","Medium","55","Press","45","Normal","70","Fast","Little","45","Mixed","Organised","45","Normal","70","Lots","65","Normal","Free Form","40","Medium","50","Press","40","Normal","draw"
"2528","2010-11-10","2010/2011","9879","8455","0","1","899","823","960","889","70","Fast","Little","60","Mixed","Free Form","56","Normal","70","Lots","70","Lots","Free Form","30","Deep","60","Press","35","Normal","60","Balanced","Little","70","Long","Organised","70","Risky","70","Lots","50","Normal","Organised","40","Medium","35","Press","40","Normal","win"
"2529","2010-11-13","2010/2011","8655","8586","2","4","865","804","922","868","70","Fast","Little","50","Mixed","Organised","50","Normal","65","Normal","50","Normal","Organised","50","Medium","50","Press","50","Normal","55","Balanced","Little","70","Long","Organised","60","Normal","70","Lots","55","Normal","Organised","45","Medium","70","Double","45","Normal","win"
