"","player_api_id","overall_rating","potential","preferred_foot","attacking_work_rate","defensive_work_rate","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","free_kick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","marking","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes"
"41618",11833,62,62,3,6,5,48,48,54,65,45,47,30,48,61,56,60,59,57,57,60,62,64,62,73,57,63,66,50,61,51,53,64,61,15,15,15,12,14
"110616",11836,66,71,3,6,4,68,52,38,74,NA,66,NA,78,72,72,62,63,NA,68,NA,68,NA,58,60,27,62,74,70,NA,65,57,57,NA,4,21,72,21,21
"125245",11840,68,68,3,5,16,61,72,76,65,67,60,58,47,58,62,63,52,74,77,73,69,86,41,61,49,57,28,76,66,68,31,32,41,9,13,12,15,6
"141838",11849,69,70,3,5,17,50,58,67,74,50,66,68,50,68,70,61,65,57,69,63,74,66,80,73,66,79,76,59,66,51,69,72,73,14,12,14,11,12
"134878",11851,67,69,3,1,2,27,47,64,64,NA,49,NA,62,56,32,69,71,NA,71,NA,60,NA,64,69,58,79,70,76,NA,77,64,67,NA,7,21,56,21,21
"88731",11860,67,67,3,5,17,68,48,64,66,47,61,47,54,67,63,65,55,67,68,72,68,60,54,68,63,71,70,55,58,65,70,69,71,9,12,6,5,14
"24011",11861,66,70,3,1,2,37,48,73,61,NA,53,NA,44,53,56,66,65,NA,67,NA,47,NA,74,75,55,67,67,68,NA,60,64,65,NA,10,22,53,22,22
"36769",11863,71,71,3,4,17,40,40,73,52,40,45,42,63,42,54,54,54,50,67,57,56,80,33,82,42,72,72,27,55,45,76,72,71,6,11,8,12,7
"56072",11865,65,69,2,6,12,50,45,51,64,50,52,49,61,65,63,71,67,65,66,65,67,73,71,69,66,80,68,52,69,54,59,63,58,14,12,13,10,10
"98925",11876,67,74,3,1,2,70,58,57,69,NA,70,NA,45,64,70,75,74,NA,69,NA,65,NA,74,69,68,69,70,70,NA,68,65,67,NA,14,23,64,23,23
"56759",11897,70,73,3,6,18,56,51,68,67,51,61,50,60,64,66,65,64,61,75,82,59,72,81,83,57,81,72,41,69,62,65,66,62,11,6,14,14,15
"148680",11901,64,64,3,4,15,59,40,55,59,55,55,50,70,54,60,73,75,71,66,77,60,58,76,67,69,67,66,41,56,78,61,65,65,14,13,13,9,10
"51616",12005,71,72,3,6,18,63,71,84,66,69,68,42,44,52,77,68,66,58,63,75,73,77,65,77,62,69,22,63,60,75,10,12,11,9,6,9,8,6
"110160",12099,62,67,3,6,10,57,58,23,64,61,72,51,62,54,67,74,72,73,67,53,58,65,65,37,64,26,43,57,58,54,31,37,38,7,5,6,14,14
"173460",12209,64,64,3,5,17,25,25,25,22,25,25,25,25,24,20,28,31,33,67,32,38,58,25,56,25,25,25,25,25,34,25,25,25,63,60,50,66,70
"1993",12245,66,66,2,5,17,44,65,78,53,62,55,50,43,42,59,55,55,34,65,43,78,67,55,86,63,48,34,64,42,56,15,13,12,9,16,8,15,15
"164690",12246,68,68,3,5,17,61,68,63,67,66,67,67,45,50,69,81,84,78,67,76,67,71,63,64,71,43,33,67,68,63,25,23,22,11,10,12,11,9
"150305",12283,65,65,3,2,17,59,66,70,56,59,60,52,43,57,64,61,54,63,71,56,70,76,68,73,65,63,44,60,59,65,16,32,15,14,12,13,14,10
"76960",12288,75,75,2,5,17,46,22,82,61,33,54,42,67,58,62,47,47,70,67,52,82,74,70,84,53,65,76,20,56,14,78,76,78,7,16,7,8,15
"127247",12307,63,63,2,5,17,61,61,45,66,64,64,51,59,56,69,63,59,75,56,78,60,80,75,62,49,51,47,48,64,44,52,54,58,8,7,7,9,12
"154728",12310,57,57,3,5,17,42,50,59,60,55,56,56,57,59,61,55,55,71,49,62,59,52,68,61,47,57,46,56,60,61,54,53,52,7,10,10,5,8
"46857",12318,65,68,3,5,17,18,12,12,24,11,13,12,14,20,23,20,15,31,67,35,11,55,30,50,13,21,16,6,10,12,12,13,14,63,64,64,67,65
"33861",12320,60,60,3,5,17,62,57,46,62,35,60,49,33,61,62,71,67,65,48,64,58,60,61,52,55,75,59,58,59,48,54,61,63,9,6,12,14,6
"117354",12327,62,62,3,5,17,72,48,49,62,45,61,74,35,55,57,61,62,69,52,76,59,63,76,61,45,53,48,65,54,47,43,46,49,11,15,7,10,9
"142753",12330,76,76,3,5,17,76,31,40,75,35,73,67,39,64,75,77,74,73,76,75,56,65,78,66,37,70,69,54,49,52,80,81,83,12,12,15,9,10
"149470",12340,67,67,3,5,17,25,25,25,24,25,25,25,25,32,30,20,20,41,60,30,20,50,25,50,25,25,25,25,25,21,25,25,25,68,61,73,65,73
"93022",12371,65,70,3,5,15,63,48,53,66,47,58,49,52,62,65,61,67,62,61,65,49,69,72,80,54,71,72,31,55,45,60,58,54,5,14,9,9,5
"141240",12374,64,64,3,2,17,44,62,80,58,56,49,33,44,52,52,31,32,31,54,37,58,70,33,80,44,72,55,64,35,53,56,64,63,6,9,16,7,8
"77264",12381,59,68,3,1,2,24,21,21,21,NA,21,NA,24,53,22,53,50,NA,48,NA,21,NA,49,85,21,35,32,27,NA,27,21,21,NA,63,56,53,60,59
"98086",12386,71,72,3,5,16,51,72,63,67,71,74,59,55,59,72,79,77,83,67,73,70,62,72,62,64,63,37,76,58,70,35,33,29,7,11,16,10,12
"49153",12405,63,64,3,5,17,38,46,66,57,47,22,32,46,51,61,38,44,51,66,51,65,50,67,73,44,70,62,44,46,33,63,63,56,14,5,10,14,14
"46482",12418,63,71,3,7,19,52,65,59,59,59,59,41,27,27,56,69,70,65,64,56,62,62,68,72,57,61,39,64,64,66,30,34,26,12,12,11,13,6
"92364",12431,63,63,2,5,17,61,31,54,61,32,53,48,45,48,51,73,79,67,68,67,56,73,78,71,28,78,62,41,63,50,62,62,54,15,13,8,8,15
"23066",12454,68,68,3,5,17,64,45,73,64,43,45,65,65,67,68,60,64,55,65,58,65,78,60,74,62,65,67,39,59,55,78,72,72,11,15,7,15,8
"115205",12473,63,63,3,5,17,57,23,64,66,25,36,36,37,61,50,73,77,56,67,60,55,70,72,73,33,67,64,36,54,39,55,61,64,7,9,6,6,8
"183694",12574,72,72,3,2,17,70,69,72,69,64,70,64,59,65,71,79,78,73,75,61,69,84,80,77,67,72,48,73,72,59,32,49,54,6,16,16,6,8
"93263",12692,70,70,2,5,17,64,64,71,70,63,77,63,65,69,79,67,75,62,68,49,77,65,75,81,71,70,63,66,65,61,48,58,53,14,6,7,10,12
"132414",12763,66,66,3,2,17,62,64,62,65,64,65,59,66,63,66,75,74,72,58,68,65,63,67,65,63,58,31,70,64,66,26,50,54,15,12,13,14,6
"33034",12766,70,70,3,2,17,68,60,68,64,61,62,63,64,67,65,67,70,63,71,58,72,65,74,77,67,83,67,66,65,62,73,74,71,8,13,16,12,8
"30463",12985,63,69,3,6,18,23,23,64,57,NA,27,NA,10,47,58,54,62,NA,54,NA,26,NA,66,69,23,61,52,56,NA,58,66,63,NA,10,23,47,23,23
"136510",13033,79,79,3,5,17,19,23,24,22,14,15,11,11,36,23,44,34,45,78,49,22,64,33,66,23,18,23,10,47,21,13,15,24,80,77,70,80,84
"124361",13034,69,69,3,5,17,12,12,15,26,12,14,12,14,34,17,55,45,65,68,29,22,70,21,71,15,34,20,16,37,14,13,13,14,73,62,69,69,74
"174035",13131,66,66,3,5,17,25,25,25,32,25,25,25,25,36,24,48,31,38,73,53,41,61,25,68,25,31,25,25,25,29,25,25,25,64,64,56,68,66
"73033",13191,73,73,3,5,15,71,57,69,73,69,68,66,63,73,74,72,74,68,74,65,71,67,75,69,64,76,77,65,62,69,73,74,71,10,8,7,13,13
"52831",13225,61,61,3,5,17,63,60,68,57,43,58,44,42,54,57,58,59,64,61,60,64,72,60,74,56,39,25,69,59,66,25,25,29,13,9,10,6,15
"93063",13301,64,64,3,5,15,56,52,65,58,48,64,56,37,49,55,72,74,71,66,69,47,71,78,59,52,88,61,59,58,44,60,59,61,12,9,15,8,9
"98253",13320,65,65,3,5,17,14,19,15,33,14,12,20,18,38,15,26,24,35,57,38,18,53,34,49,13,19,14,12,27,22,13,14,14,73,58,67,63,71
"141419",13327,60,60,3,2,17,53,36,46,57,48,61,52,38,55,58,72,67,71,65,74,48,40,75,52,48,52,57,55,51,39,60,57,60,7,6,9,8,9
"21769",13329,62,62,2,6,5,58,54,66,64,45,57,46,59,53,64,65,74,73,46,57,57,57,84,79,52,55,48,60,60,50,62,62,63,13,15,9,12,9
"106658",13334,65,65,3,2,17,59,54,42,64,57,67,59,50,62,67,71,77,73,62,73,65,79,68,58,54,70,49,59,64,62,38,33,41,13,11,11,6,11
"141346",13345,75,75,3,5,17,14,17,19,31,12,14,16,12,39,15,50,46,32,75,45,16,76,33,72,11,38,23,14,45,9,14,11,13,75,74,71,76,78
"15127",13349,58,58,3,4,17,45,49,62,52,41,50,46,41,57,54,48,55,61,49,50,47,60,55,82,50,69,62,38,49,43,51,52,50,8,12,10,13,15
"180413",13350,59,59,2,5,17,43,36,60,49,21,39,40,43,57,48,53,51,45,49,60,47,71,65,70,43,72,61,28,26,41,56,57,56,12,10,15,9,7
"75759",13376,70,70,3,4,17,64,46,66,54,61,54,39,27,57,52,75,73,76,68,64,63,84,82,78,52,80,66,52,56,35,73,71,70,9,16,6,14,9
"107346",13383,62,62,2,2,15,61,57,65,62,62,59,58,50,42,58,77,72,66,58,68,65,70,82,83,64,84,45,57,56,56,44,35,47,15,6,12,9,16
"180367",13390,59,59,3,5,17,14,14,11,21,14,11,12,13,22,22,34,34,35,53,42,21,52,38,63,13,29,13,11,45,21,11,12,18,66,56,61,56,63
"110871",13405,64,64,3,5,17,34,51,54,71,52,46,44,60,61,54,25,50,56,77,70,73,63,30,67,72,72,75,21,67,32,61,61,60,6,6,14,14,12
"114355",13410,64,64,3,5,17,60,53,45,67,62,64,42,57,70,63,76,62,81,59,72,62,44,66,46,60,66,64,60,65,56,49,54,59,8,8,11,14,10
"110955",13423,72,72,3,5,15,67,47,78,58,37,37,54,67,54,48,32,48,33,61,34,79,58,59,87,54,88,75,49,43,72,69,71,73,6,16,14,7,6
"178485",13425,62,62,3,6,5,61,58,49,57,55,60,59,52,55,61,76,84,72,65,73,69,72,34,65,56,52,25,66,61,55,26,22,21,13,9,9,7,15
"163995",13428,69,69,3,2,17,69,61,36,69,65,72,67,62,66,68,77,75,77,69,81,68,64,66,47,64,66,42,67,67,55,38,43,39,14,11,13,7,16
"98347",13436,64,64,3,5,17,15,11,12,35,14,11,11,13,34,22,49,48,52,55,52,23,53,34,78,11,24,21,14,53,21,13,20,19,65,61,60,64,70
"143943",13437,71,71,3,2,17,59,60,78,53,56,58,36,31,55,47,72,72,79,77,73,64,91,80,73,52,76,70,61,44,54,70,73,71,10,9,8,14,10
"106836",13449,70,70,3,4,15,58,58,70,68,54,58,63,63,69,61,68,67,59,61,61,62,71,88,78,56,77,73,65,67,73,67,71,63,12,12,15,11,16
"159689",13454,60,60,3,5,17,12,13,12,24,12,15,11,12,22,19,35,41,56,72,50,20,67,37,63,11,29,18,15,41,15,13,11,12,66,48,46,60,61
"145072",13471,66,66,3,5,17,12,13,17,17,8,13,13,14,19,22,56,62,58,58,44,22,64,34,56,14,33,23,15,44,22,9,10,9,69,64,60,69,69
"16510",13472,65,65,3,5,17,16,12,16,23,15,13,13,12,22,13,25,23,21,57,43,19,35,28,44,14,39,22,13,43,18,19,24,22,65,64,62,68,66
"107439",13473,62,62,3,5,17,25,25,25,21,25,25,25,25,24,32,20,21,31,73,43,25,54,35,85,25,44,21,25,25,25,25,25,25,58,63,60,66,60
"77678",13474,66,66,3,5,17,41,52,74,55,42,37,25,39,59,49,34,40,50,53,62,46,47,60,82,42,72,72,25,42,62,70,64,63,12,15,10,13,7
"41508",13476,63,69,3,6,18,49,46,61,54,54,44,49,56,52,55,66,64,52,52,62,44,66,72,61,63,73,66,12,51,55,63,67,59,10,12,5,5,15
"173894",13477,65,65,2,2,17,53,47,50,55,33,62,64,68,51,59,75,79,62,51,68,65,65,79,81,66,81,63,51,51,33,63,71,70,7,13,9,14,5
"67151",13480,67,67,3,2,15,53,35,71,63,34,52,50,44,54,66,66,70,69,63,63,42,70,78,69,57,62,69,37,43,50,70,68,66,10,9,10,13,10
"70901",13481,62,62,3,5,17,62,30,52,69,39,44,47,32,66,53,71,77,71,62,69,39,87,75,71,38,62,57,33,53,69,58,65,64,10,11,10,8,16
"56183",13483,58,61,3,2,16,53,61,52,56,58,61,56,61,48,60,73,58,63,53,50,52,46,67,43,41,45,63,53,62,58,24,31,26,6,8,12,13,5
"110835",13486,62,62,3,2,17,65,47,53,61,54,57,57,34,61,59,67,68,68,71,72,58,68,68,68,53,73,56,61,58,46,63,61,59,7,12,5,7,8
"168824",13490,61,61,3,5,17,51,47,42,58,50,67,59,49,52,60,59,57,53,52,54,52,63,66,74,59,61,64,63,65,62,66,56,57,15,12,12,9,10
"75823",13494,66,66,3,5,17,9,15,14,21,12,14,11,11,13,17,31,35,42,54,41,24,53,25,68,9,38,22,16,33,15,12,15,12,69,66,64,66,72
"117808",13504,60,60,3,5,17,56,47,41,53,54,54,55,54,49,51,61,68,51,50,41,41,61,57,75,48,64,59,44,38,62,66,72,54,14,14,13,6,15
"141467",13513,56,56,3,6,9,39,24,54,55,57,33,28,40,51,54,35,39,49,46,46,68,54,55,82,55,45,60,20,35,40,50,56,54,8,7,6,10,11
"106683",13515,62,62,3,5,17,54,55,55,62,55,55,50,39,47,63,64,55,59,49,65,59,62,83,76,63,57,59,59,55,56,68,70,60,15,15,11,12,6
"106721",13518,80,80,3,5,17,81,61,74,75,66,74,73,47,68,76,75,82,67,80,67,76,75,79,79,68,83,81,71,66,65,79,84,84,14,11,14,6,12
"144053",13533,67,67,3,5,15,39,21,73,64,40,42,29,28,42,51,33,38,34,60,60,59,59,61,83,21,76,62,17,29,33,70,65,67,14,6,7,16,15
"41542",13538,66,66,3,5,17,63,63,46,64,66,64,65,67,66,61,81,82,74,56,75,65,77,78,54,59,33,39,64,69,71,27,44,25,14,11,8,7,11
"176417",13549,61,61,3,5,15,44,31,31,62,50,49,46,45,58,58,50,46,49,49,54,64,52,70,78,56,70,52,36,51,31,63,68,57,12,13,14,16,15
"173678",13551,69,69,2,2,17,74,48,51,66,64,64,76,69,68,66,75,72,90,66,84,75,65,87,67,68,76,69,63,66,56,64,68,66,12,16,15,16,14
"114264",13554,66,66,3,5,17,50,41,54,58,50,51,36,46,55,57,60,62,63,52,66,43,80,72,64,55,70,72,51,40,42,67,68,75,10,14,10,14,16
"41567",13557,61,61,3,5,17,48,36,61,63,48,53,44,43,55,49,60,63,40,49,58,56,60,70,73,33,65,66,28,60,53,54,57,66,7,10,14,12,10
"101949",13917,65,67,3,5,15,63,63,52,68,53,62,62,58,66,63,73,79,59,61,42,64,81,84,74,52,62,58,56,64,71,61,66,61,13,7,9,14,14
"140038",14039,67,67,2,5,17,72,36,63,64,47,64,74,67,60,68,72,74,74,59,76,66,83,80,70,63,72,62,53,50,46,64,65,67,15,13,14,6,14
"4267",14100,68,68,3,5,17,13,11,11,11,14,13,14,16,30,22,32,50,41,58,61,21,56,30,64,12,34,17,19,47,17,13,20,13,71,67,63,67,73
"152081",14487,64,64,3,5,16,56,66,67,60,62,60,61,54,51,64,60,63,62,63,58,65,64,57,68,64,29,27,66,56,66,11,22,21,15,6,13,6,12
"109315",14521,73,73,3,5,16,70,68,52,74,61,80,62,70,66,74,76,78,85,65,72,68,68,50,38,64,27,31,61,79,72,38,43,21,8,14,9,13,10
"61046",14533,71,76,3,1,2,69,62,61,76,NA,66,NA,62,73,72,72,73,NA,71,NA,70,NA,76,66,41,77,72,71,NA,66,70,71,NA,8,25,73,25,25
"42129",14551,65,67,3,5,17,48,26,72,53,41,48,32,44,58,51,61,54,59,59,61,63,65,76,68,52,72,65,18,52,57,65,66,61,11,6,12,7,8
"102576",14557,77,77,3,5,16,73,76,43,75,76,83,73,67,69,81,76,68,81,73,77,73,68,63,49,78,38,29,78,77,75,16,25,26,10,8,9,16,9
"47238",14560,73,73,3,5,16,55,77,72,65,67,69,67,62,55,74,69,72,70,74,63,74,55,68,58,72,65,31,75,59,72,41,41,28,9,15,15,5,8
"48770",14593,69,73,3,5,16,60,66,66,67,74,71,64,71,53,72,73,76,77,75,71,71,72,69,70,69,65,43,69,55,69,41,39,32,8,14,6,12,6
"181933",14642,66,69,3,1,2,69,58,64,64,NA,64,NA,69,62,67,76,68,NA,64,NA,67,NA,72,64,66,54,66,67,NA,63,62,64,NA,8,21,62,21,21
"178202",14658,67,67,3,5,16,58,66,70,63,65,63,55,43,44,64,64,66,62,57,59,72,70,70,87,59,58,29,67,48,66,29,25,19,6,8,16,9,16
"77726",15361,70,70,3,5,17,11,13,14,23,15,11,13,18,24,22,30,30,48,77,46,12,65,42,59,13,19,21,15,45,15,15,12,13,71,66,60,67,77
"47645",15403,80,80,3,5,17,63,81,80,72,74,74,65,54,59,78,68,65,58,78,42,86,66,72,80,71,51,50,84,70,70,11,28,16,9,11,13,15,15
"176423",15425,57,60,3,1,2,57,49,54,58,NA,56,NA,60,55,62,60,58,NA,55,NA,57,NA,62,56,51,60,55,58,NA,55,56,60,NA,1,21,55,21,21
"89706",15456,59,62,3,1,2,41,37,60,49,NA,30,NA,39,47,41,53,57,NA,55,NA,59,NA,65,75,39,70,59,62,NA,65,56,60,NA,5,22,47,22,22
"10100",15608,59,59,2,2,17,57,43,54,45,31,66,41,42,50,57,69,70,61,42,47,77,71,72,84,60,63,54,49,55,36,60,56,71,15,6,13,11,7
"74487",15652,56,64,3,1,2,39,29,57,54,NA,27,NA,41,47,51,58,60,NA,56,NA,56,NA,61,66,27,56,59,56,NA,60,50,56,NA,7,22,47,22,22
"41358",15661,58,61,3,5,17,49,24,38,67,34,58,41,55,59,64,62,66,61,62,67,61,72,60,68,42,67,43,51,65,56,50,48,42,15,13,13,12,13
"168218",15662,66,69,3,7,19,62,61,33,60,56,71,63,66,57,65,76,71,73,64,43,66,62,65,45,63,51,43,69,61,54,32,37,38,7,12,15,12,6
"74252",15732,73,74,3,4,15,62,40,72,77,56,65,60,58,77,75,55,64,60,73,58,84,72,78,82,79,79,79,61,67,51,72,76,66,5,6,6,5,5
"164710",15905,65,65,3,5,17,55,49,54,65,59,58,63,61,61,63,72,66,71,61,83,62,81,74,72,60,63,67,44,56,50,64,67,63,13,14,11,15,9
"44761",15913,59,61,2,1,2,51,38,54,48,NA,38,NA,45,45,51,67,65,NA,60,NA,63,NA,63,62,46,66,59,64,NA,61,60,61,NA,5,22,45,22,22
"89917",15938,66,66,3,5,16,28,70,72,58,66,48,37,34,30,58,54,53,48,64,52,75,60,59,78,65,62,19,71,57,62,14,22,12,16,13,15,16,9
"21930",16199,67,67,3,5,17,25,25,25,21,25,25,25,25,25,23,46,47,38,58,51,25,62,53,73,25,22,24,25,25,20,25,25,25,71,61,66,66,72
"115177",16210,70,76,2,6,18,62,70,64,71,65,70,77,78,68,73,70,75,61,69,61,78,54,69,56,69,58,41,72,74,69,34,23,16,9,10,7,6,11
"163349",16218,71,78,2,5,16,76,73,69,69,81,77,76,75,66,73,73,74,70,62,72,83,75,75,78,78,67,40,67,68,76,28,27,26,6,13,10,11,11
"126494",16230,62,62,3,5,16,59,55,50,68,57,65,60,64,70,60,66,64,57,62,50,62,47,61,61,62,59,50,64,61,65,55,46,49,12,15,15,8,5
"46924",16254,70,70,3,5,17,43,36,68,59,36,57,38,43,56,57,55,61,54,61,51,61,70,67,77,44,85,68,49,42,52,74,72,70,14,7,10,16,12
"23090",16292,62,64,3,5,17,41,26,59,61,22,36,26,34,67,57,52,51,50,66,63,39,69,61,71,36,72,67,46,49,36,56,60,59,15,6,14,10,8
"65433",16300,72,72,3,5,17,53,59,85,74,63,62,66,52,67,73,44,48,58,72,61,77,90,67,79,66,78,74,57,72,69,70,73,72,6,10,12,13,15
"133950",16323,61,68,3,1,2,51,58,62,58,NA,68,NA,42,48,55,61,63,NA,68,NA,60,NA,65,66,61,58,42,56,NA,57,21,28,NA,9,21,48,21,21
"5695",16351,78,78,2,2,17,90,55,75,70,64,78,85,81,77,74,69,66,64,79,58,91,78,77,78,80,84,80,69,76,74,75,83,82,16,15,8,16,6
"10576",16362,68,75,3,1,2,14,14,13,19,11,12,11,16,23,22,43,40,78,71,31,11,54,31,36,13,26,30,10,49,24,14,10,13,67,70,69,68,70
"158241",16368,67,72,2,1,2,42,21,71,66,NA,44,NA,33,57,66,59,65,NA,68,NA,54,NA,77,82,21,75,49,52,NA,43,71,67,NA,9,21,57,21,21
"127576",16387,61,66,2,1,2,49,24,58,54,NA,21,NA,26,57,55,55,63,NA,59,NA,60,NA,65,65,31,69,54,58,NA,54,62,67,NA,4,22,57,22,22
"74391",16428,65,65,3,5,17,65,28,47,69,33,60,43,25,62,72,73,75,69,48,65,53,68,71,72,48,64,58,45,52,57,66,73,71,6,11,15,6,8
"134025",16475,73,79,2,5,15,52,38,72,78,48,68,56,40,67,73,65,68,61,70,60,67,87,81,74,61,81,74,60,67,53,73,77,58,12,13,12,15,15
"141191",16493,68,68,3,2,15,73,59,57,76,53,68,60,59,67,72,55,64,71,71,71,67,66,75,69,63,79,72,63,70,63,60,68,67,16,11,13,14,8
"97549",16511,71,71,3,2,17,68,70,47,74,60,67,62,72,71,70,68,55,72,70,76,75,58,61,63,79,64,41,72,74,73,58,65,61,15,12,6,8,15
"126266",16636,61,72,3,5,16,55,50,66,65,63,58,60,53,62,67,31,51,54,58,48,70,67,51,72,69,53,59,64,63,52,56,49,47,9,12,9,15,13
"15084",16678,70,70,3,5,17,70,72,56,69,63,74,70,59,63,75,75,73,77,66,77,72,53,71,69,69,51,47,64,69,52,39,49,47,7,15,14,9,6
"183738",17233,65,65,3,5,16,67,66,64,67,68,68,71,69,62,69,67,65,74,62,71,68,62,65,72,67,61,43,61,60,76,19,26,18,11,14,11,7,16
"115603",17259,65,65,2,5,17,54,69,73,59,51,62,57,61,66,66,40,43,55,65,49,69,81,64,82,68,59,25,67,64,67,34,36,34,9,12,5,11,14
"9221",17276,68,68,3,2,17,62,63,64,62,67,72,55,55,51,69,82,81,80,64,66,73,83,79,75,66,60,32,67,58,59,25,45,26,11,9,8,13,5
"30942",17296,58,61,3,5,16,56,59,66,52,21,60,32,40,55,54,80,86,51,45,53,56,90,72,89,43,82,54,58,44,55,46,64,54,11,7,15,9,15
"25674",17299,72,72,3,2,17,81,59,58,77,56,74,82,77,74,73,69,63,68,72,71,72,67,71,64,69,59,62,73,67,71,37,44,37,9,14,16,16,6
"14231",17312,64,64,2,5,17,48,26,67,57,50,40,42,45,38,44,35,37,33,63,47,61,52,35,69,38,71,66,24,32,48,70,66,60,12,6,6,11,10
"94874",17319,65,66,3,1,2,38,68,66,54,NA,64,NA,43,42,64,64,66,NA,63,NA,69,NA,66,71,59,63,63,68,NA,62,23,21,NA,7,23,42,23,23
"38899",17343,59,66,3,5,15,58,25,58,55,25,55,47,25,54,61,61,65,58,56,59,23,80,81,76,25,61,58,36,48,25,56,57,52,14,8,15,11,9
"71502",17361,56,56,3,5,17,48,33,63,63,39,57,53,52,60,63,62,53,61,70,55,57,60,61,70,52,66,56,25,52,26,55,59,54,7,7,10,11,8
"13534",17391,61,67,3,7,19,34,62,59,63,51,61,43,28,54,64,68,63,67,59,61,64,56,61,62,53,49,41,62,66,57,12,22,18,6,10,11,13,6
"116076",17480,63,63,3,4,17,44,12,64,52,13,24,27,33,38,50,52,52,57,61,55,35,77,66,79,40,71,59,22,42,12,63,63,58,13,9,11,11,7
"81959",17525,64,64,3,5,17,52,54,61,65,48,63,50,51,61,65,71,72,72,62,60,63,64,90,72,55,63,54,59,62,47,50,58,53,6,13,14,13,11
"28659",17528,62,62,3,5,15,61,29,39,64,31,63,63,58,61,64,71,71,73,64,74,42,82,71,71,43,59,60,60,64,18,55,65,61,16,15,6,16,10
"62069",17568,61,66,2,6,18,68,54,42,59,36,61,61,43,52,60,66,69,63,54,54,54,43,68,57,47,34,47,49,57,22,36,53,43,10,7,12,13,11
"38401",17600,63,63,3,2,17,31,38,63,61,26,53,31,28,52,58,73,74,33,56,52,42,63,65,84,26,57,57,44,46,42,63,63,60,10,11,9,15,9
"101862",17606,59,64,3,5,17,48,62,67,46,62,56,52,54,41,53,53,71,70,54,81,66,72,59,70,59,66,42,49,43,71,13,16,13,10,10,14,15,10
"168070",17620,61,61,3,5,15,42,55,52,66,34,61,39,30,61,61,55,60,58,66,64,53,64,57,56,43,69,64,59,62,62,59,60,57,6,8,12,9,6
"80686",17703,72,72,3,4,16,31,83,77,57,68,56,61,36,42,61,58,53,63,74,61,73,68,62,72,71,46,24,86,54,69,13,17,15,8,9,8,15,7
"61189",17711,62,65,3,1,2,33,64,72,61,52,53,42,23,44,62,63,54,43,64,69,67,72,63,68,48,57,14,64,54,71,17,16,11,5,13,9,15,14
"71525",17749,67,67,2,5,16,66,61,55,69,32,67,69,66,65,68,65,66,82,69,62,70,63,70,70,61,69,52,63,71,63,48,52,47,9,16,12,12,9
"75090",17761,69,69,3,5,17,67,68,72,64,59,67,38,32,36,63,68,72,59,64,52,84,82,78,92,63,72,28,69,52,72,33,42,43,13,10,9,6,15
"63409",17762,69,69,3,5,17,60,72,71,68,68,63,56,64,60,67,63,63,62,58,59,73,76,71,75,68,59,39,73,56,69,37,18,12,12,10,16,10,13
"130245",17806,65,65,3,5,16,56,70,75,57,63,61,55,55,46,70,34,33,64,56,65,73,93,31,74,69,51,26,73,61,76,38,36,12,8,15,8,15,7
"14007",17836,67,67,3,2,17,69,32,42,66,47,68,68,45,60,68,76,78,76,72,82,68,74,69,67,58,70,68,61,49,50,66,71,69,13,14,14,10,6
"150263",17848,64,64,3,5,15,53,64,77,64,54,64,57,52,55,70,36,35,55,68,41,72,59,74,72,63,61,64,72,66,71,53,59,55,14,9,6,16,9
"47870",17855,72,72,3,2,15,68,74,72,69,64,76,54,52,63,75,68,65,75,72,72,67,93,72,63,59,62,52,73,74,62,54,55,47,12,16,7,15,12
"13117",17866,70,70,2,2,17,79,69,42,71,69,74,79,78,77,76,30,33,70,64,88,76,34,33,71,74,71,44,69,76,76,41,56,48,12,11,6,8,15
"46839",17869,72,72,3,5,17,11,11,11,21,11,11,11,11,14,24,41,32,39,68,44,22,70,36,74,11,34,17,13,44,13,11,11,11,76,64,54,77,77
"86934",17875,70,70,3,5,17,37,38,72,62,39,39,49,59,59,48,32,42,29,60,22,74,40,49,80,61,74,73,30,49,57,70,77,68,15,11,11,10,6
"49245",17883,65,69,3,6,12,41,68,63,54,NA,64,NA,42,52,62,66,68,NA,63,NA,66,NA,69,73,63,61,53,58,NA,56,21,21,NA,5,21,52,21,21
"119015",17887,63,63,2,2,17,69,69,41,59,45,65,60,51,55,65,82,80,81,65,76,57,61,83,63,59,58,57,63,61,63,49,60,53,10,7,9,8,6
"113338",18164,70,70,3,2,17,50,69,76,64,71,57,52,64,50,71,66,52,51,66,75,76,81,71,85,66,77,22,75,56,74,22,27,21,8,12,12,15,14
"118603",18376,66,66,3,5,15,39,39,58,69,45,57,59,44,64,63,53,48,65,68,61,66,64,69,62,54,74,70,59,66,51,58,67,63,7,8,14,11,11
"44432",18384,77,77,3,2,17,78,67,65,79,66,76,80,78,76,78,69,68,73,80,73,80,68,69,64,84,53,36,79,82,71,33,32,24,15,15,8,10,12
"99907",18388,71,74,3,6,18,34,41,78,52,48,31,62,52,43,55,58,60,49,61,73,59,70,65,86,46,68,75,46,49,41,71,78,65,10,15,11,13,10
